drill_id,drill_name,category,description,players_min,players_max,duration_minutes,field_type,setup_data,equipment,coaching_points,difficulty,intensity,coach_rating,personal_notes,times_used,last_used_date,tags,is_favorite,diagram_path,diagram_metadata,positions,age_groups,coach_cues,progression,recommended_field_size,diagram_url,video_youtube_url,video_local_url,video_start_time,position_relevance,skill_category,solo_possible,min_equipment,game_application,video_url,video_thumbnail,coaching_cues,position_track,drill_type,series_name,series_order,rrs_benchmark,space_required,position_primary,presenter_id,college_context,pro_context,variations,prerequisite_drill,next_drill,status,video_url_short,video_url_full,video_status,filming_date,filming_notes,beta_ready,date_published,slug,common_mistakes
TACT_001,Defensive Shape 4-4-2,Tactical,Maintaining defensive shape under pressure,10,18,20,Half Field,Marked zones,"cones,pinnies,balls","Compact shape, cover and balance",advanced,medium,5,,1,2025-11-18,,False,assets/diagrams/TACT_001.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 20, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 20, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 60.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 60.0, ""y"": 50}], ""cones"": [{""x"": 30.0, ""y"": 15}, {""x"": 30.0, ""y"": 55}, {""x"": 50.0, ""y"": 15}, {""x"": 50.0, ""y"": 55}], ""arrows"": [{""from"": [20, 20], ""to"": [60.0, 20], ""type"": ""pass""}, {""from"": [20, 50], ""to"": [60.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
TACT_002,Attacking in Wide Areas,Tactical,Creating overloads on the flanks,8,16,20,Full Field,Wide zones emphasized,"balls,cones,goals,pinnies","Support angles, timing of runs",advanced,high,4,,0,,,False,assets/diagrams/TACT_002.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 25, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 25, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 57.5, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 57.5, ""y"": 50}], ""cones"": [{""x"": 32.5, ""y"": 15}, {""x"": 32.5, ""y"": 55}, {""x"": 47.5, ""y"": 15}, {""x"": 47.5, ""y"": 55}], ""arrows"": [{""from"": [25, 20], ""to"": [57.5, 20], ""type"": ""pass""}, {""from"": [25, 50], ""to"": [57.5, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
TACT_003,Transition Attack to Defense,Tactical,Quick transition when losing possession,10,18,18,Half Field,Counter-press zones,"balls,cones,pinnies,goals","Immediate pressure, delay and deny",advanced,high,5,,1,2025-11-18,,False,assets/diagrams/TACT_003.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 30, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 30, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 55.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 55.0, ""y"": 50}], ""cones"": [{""x"": 35.0, ""y"": 15}, {""x"": 35.0, ""y"": 55}, {""x"": 45.0, ""y"": 15}, {""x"": 45.0, ""y"": 55}], ""arrows"": [{""from"": [30, 20], ""to"": [55.0, 20], ""type"": ""pass""}, {""from"": [30, 50], ""to"": [55.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
TACT_004,Playing Out from Back,Tactical,Building up through defensive third,8,16,20,Half Field,Defensive third marked,"balls,cones,goals,pinnies","Passing lanes, movement to receive",intermediate,medium,4,,2,2025-11-27,,False,assets/diagrams/TACT_004.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 35, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 35, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 52.5, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 52.5, ""y"": 50}], ""cones"": [{""x"": 37.5, ""y"": 15}, {""x"": 37.5, ""y"": 55}, {""x"": 42.5, ""y"": 15}, {""x"": 42.5, ""y"": 55}], ""arrows"": [{""from"": [35, 20], ""to"": [52.5, 20], ""type"": ""pass""}, {""from"": [35, 50], ""to"": [52.5, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
TACT_005,Pressing Triggers,Tactical,Coordinated team press on trigger events,10,18,18,Full Field,Trigger zones marked,"balls,cones,pinnies","Recognize triggers, press as unit",advanced,high,5,,1,2025-11-18,,False,assets/diagrams/TACT_005.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 40, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 40, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 50.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 50.0, ""y"": 50}], ""cones"": [{""x"": 40.0, ""y"": 15}, {""x"": 40.0, ""y"": 55}, {""x"": 40.0, ""y"": 15}, {""x"": 40.0, ""y"": 55}], ""arrows"": [{""from"": [40, 20], ""to"": [50.0, 20], ""type"": ""pass""}, {""from"": [40, 50], ""to"": [50.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
SSG_001,4v4 to Goal,Small Sided Games,Small sided game emphasizing transitions,8,12,20,Grid,30x40 yard field,"balls,goals,cones,pinnies","Quick transitions, width",intermediate,high,5,,3,2025-11-27,,False,assets/diagrams/SSG_001.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 20, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 20, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 60.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 60.0, ""y"": 50}], ""cones"": [{""x"": 30.0, ""y"": 15}, {""x"": 30.0, ""y"": 55}, {""x"": 50.0, ""y"": 15}, {""x"": 50.0, ""y"": 55}], ""arrows"": [{""from"": [20, 20], ""to"": [60.0, 20], ""type"": ""pass""}, {""from"": [20, 50], ""to"": [60.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
SSG_002,3v3+1 Possession,Small Sided Games,Possession game with neutral player,7,14,15,Grid,25x25 yard square,"balls,cones,pinnies","Support neutral player, movement",intermediate,medium,4,,3,2025-11-27,,False,assets/diagrams/SSG_002.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 25, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 25, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 57.5, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 57.5, ""y"": 50}], ""cones"": [{""x"": 32.5, ""y"": 15}, {""x"": 32.5, ""y"": 55}, {""x"": 47.5, ""y"": 15}, {""x"": 47.5, ""y"": 55}], ""arrows"": [{""from"": [25, 20], ""to"": [57.5, 20], ""type"": ""pass""}, {""from"": [25, 50], ""to"": [57.5, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
SSG_003,5v5 with End Zones,Small Sided Games,Score by dribbling into end zone,10,14,20,Grid,40x30 with 5-yard end zones,"balls,cones,pinnies","Penetrating runs, defensive cover",intermediate,high,5,,3,2025-11-27,,False,assets/diagrams/SSG_003.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 30, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 30, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 55.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 55.0, ""y"": 50}], ""cones"": [{""x"": 35.0, ""y"": 15}, {""x"": 35.0, ""y"": 55}, {""x"": 45.0, ""y"": 15}, {""x"": 45.0, ""y"": 55}], ""arrows"": [{""from"": [30, 20], ""to"": [55.0, 20], ""type"": ""pass""}, {""from"": [30, 50], ""to"": [55.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
SSG_004,6v6+Keepers,Small Sided Games,Small sided game with goalkeepers,12,16,25,Grid,50x40 yard field,"balls,goals,cones,pinnies","Finishing under pressure, positioning",advanced,high,5,,2,2025-11-27,,False,assets/diagrams/SSG_004.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 35, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 35, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 52.5, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 52.5, ""y"": 50}], ""cones"": [{""x"": 37.5, ""y"": 15}, {""x"": 37.5, ""y"": 55}, {""x"": 42.5, ""y"": 15}, {""x"": 42.5, ""y"": 55}], ""arrows"": [{""from"": [35, 20], ""to"": [52.5, 20], ""type"": ""pass""}, {""from"": [35, 50], ""to"": [52.5, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
SSG_005,Directional Game 7v7,Small Sided Games,Possession with direction of play,14,18,20,Grid,50x35 yard field,"balls,cones,pinnies","Switch play, maintain possession",beginner,medium,3,,5,2025-11-27,,False,assets/diagrams/SSG_005.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 40, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 40, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 50.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 50.0, ""y"": 50}], ""cones"": [{""x"": 40.0, ""y"": 15}, {""x"": 40.0, ""y"": 55}, {""x"": 40.0, ""y"": 15}, {""x"": 40.0, ""y"": 55}], ""arrows"": [{""from"": [40, 20], ""to"": [50.0, 20], ""type"": ""pass""}, {""from"": [40, 50], ""to"": [50.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
COND_001,Interval Sprints,Conditioning,High intensity sprint intervals,4,20,15,Any,20-40 yard distances,cones,"Maximum effort, full recovery between sets",intermediate,high,3,,2,2025-11-27,,False,assets/diagrams/COND_001.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 20, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 20, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 60.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 60.0, ""y"": 50}], ""cones"": [{""x"": 30.0, ""y"": 15}, {""x"": 30.0, ""y"": 55}, {""x"": 50.0, ""y"": 15}, {""x"": 50.0, ""y"": 55}], ""arrows"": [{""from"": [20, 20], ""to"": [60.0, 20], ""type"": ""pass""}, {""from"": [20, 50], ""to"": [60.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
COND_002,Continuous Relay Runs,Conditioning,Team relay for aerobic fitness,8,20,12,Any,30-yard shuttle,cones,"Consistent pace, proper handoff",beginner,medium,2,,0,,,False,assets/diagrams/COND_002.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 25, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 25, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 57.5, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 57.5, ""y"": 50}], ""cones"": [{""x"": 32.5, ""y"": 15}, {""x"": 32.5, ""y"": 55}, {""x"": 47.5, ""y"": 15}, {""x"": 47.5, ""y"": 55}], ""arrows"": [{""from"": [25, 20], ""to"": [57.5, 20], ""type"": ""pass""}, {""from"": [25, 50], ""to"": [57.5, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
COND_003,Suicide Runs,Conditioning,Progressive distance shuttle runs,4,20,10,Any,"Markers at 10, 20, 30, 40 yards",cones,"Touch each line, explosive changes of direction",advanced,high,4,,0,,,False,assets/diagrams/COND_003.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 30, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 30, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 55.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 55.0, ""y"": 50}], ""cones"": [{""x"": 35.0, ""y"": 15}, {""x"": 35.0, ""y"": 55}, {""x"": 45.0, ""y"": 15}, {""x"": 45.0, ""y"": 55}], ""arrows"": [{""from"": [30, 20], ""to"": [55.0, 20], ""type"": ""pass""}, {""from"": [30, 50], ""to"": [55.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
COND_004,Box to Box Runs,Conditioning,Full field running with ball,6,18,15,Full Field,Penalty box to penalty box,"balls,cones","Control ball while running, maintain pace",intermediate,high,4,,2,2025-11-27,,False,assets/diagrams/COND_004.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 35, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 35, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 52.5, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 52.5, ""y"": 50}], ""cones"": [{""x"": 37.5, ""y"": 15}, {""x"": 37.5, ""y"": 55}, {""x"": 42.5, ""y"": 15}, {""x"": 42.5, ""y"": 55}], ""arrows"": [{""from"": [35, 20], ""to"": [52.5, 20], ""type"": ""pass""}, {""from"": [35, 50], ""to"": [52.5, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
COND_005,Fartlek Training,Conditioning,Variable pace running with ball work,6,18,20,Full Field,Circuit around field,"balls,cones","Mix speeds, include technical work",advanced,high,3,,0,,,False,assets/diagrams/COND_005.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 40, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 40, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 50.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 50.0, ""y"": 50}], ""cones"": [{""x"": 40.0, ""y"": 15}, {""x"": 40.0, ""y"": 55}, {""x"": 40.0, ""y"": 15}, {""x"": 40.0, ""y"": 55}], ""arrows"": [{""from"": [40, 20], ""to"": [50.0, 20], ""type"": ""pass""}, {""from"": [40, 50], ""to"": [50.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
