drill_id,drill_name,category,description,players_min,players_max,duration_minutes,field_type,setup_data,equipment,coaching_points,difficulty,intensity,coach_rating,personal_notes,times_used,last_used_date,tags,is_favorite,diagram_path,diagram_metadata,positions,age_groups,coach_cues,progression,recommended_field_size,diagram_url,video_youtube_url,video_local_url,video_start_time,position_relevance,skill_category,solo_possible,min_equipment,game_application,video_url,video_thumbnail,coaching_cues,position_track,drill_type,series_name,series_order,rrs_benchmark,space_required,position_primary,presenter_id,college_context,pro_context,variations,prerequisite_drill,next_drill,status,video_url_short,video_url_full,video_status,filming_date,filming_notes,beta_ready,date_published,slug,common_mistakes
TECH_005,Dribbling Agility Course,Technical,8 cones in a straight line 1 yard apart. Run 1: inside right foot. Run 2: outside right foot. Run 3: alternate inside-outside. Run 4: left foot only. Run 5: 100% pace. Rest 30 seconds between runs. 5 complete sets.,1,1,12,Any,"8 cones 1 yard apart, 8 yards total length.","Ball, Cones",Touch before each cone not after. As pace increases touches get smaller not larger.,intermediate,medium,4,,0,,dribbling|agility|cones|close control|technical,False,,,,U10-U18,,,,,,,,,Technical,True,Ball + Cones,Carrying the ball at pace through a tight space uses exactly the coordination this drill builds.,,,Touch before the cone not after|Head up every 2 cones|Body low at pace|Touches smaller as speed increases|Explode out of last cone,,Isolation,Foundation Technical,4,Club Level,Backyard,,,,,,,,Published,,,Not Filmed,,,True,,tech-005,
TECH_006,Shooting Technique - Placed Finish,Technical,"3 cone positions: right of center (12 yards), center (12 yards), left of center (12 yards). From each position, 5 placed finishes to the far post - low across the goalkeeper. Placement not power. 3 sets from each position.",1,1,12,Any,One goal or target. Three cone positions 12 yards out.,"Ball, Goal",Plant foot beside the ball pointing at target. Keep head down through contact.,intermediate,medium,5,,0,,shooting|finishing|technical|goal|placed finish|striker|winger,False,,,,U12-U18,,,,,,,,Striker|Winger|Attacking Midfielder,Technical,True,Ball + Goals,Most goals are missed not because of the shot but because of the setup. This drill isolates technique so it becomes automatic under pressure.,,,Plant foot beside ball pointing at target|Head stays down through contact|Strike middle to lower half|Follow through toward far post|Breathe - do not rush the setup,,Isolation,Finishing,1,Club Level,Small area,Striker,UNLV-01,,,,,,Published,,,Not Filmed,,,True,,tech-006,
TECH_007,1v1 Attacking - Read the Defender,Technical,"You vs one passive defender. Receive ball 15 yards from goal. Defender stands 5 yards in front showing you one way. Read their body shape, execute the right move (cut inside or go wide), get a shot or cross off. Passive defender - no tackling. 10 reps each side.",2,2,12,Any,Two cones as gate 15 yards from goal. Passive defender between you and goal.,"Ball, Cones",Read the defender before you receive. The decision should be made before the touch not after.,intermediate,medium,5,,0,,1v1|attacking|dribbling|decision making|winger|striker,False,,,,U12-U18,,,,,,,,Winger|Striker|Attacking Midfielder,1v1,False,Ball + Partner,Every attacking 1v1 starts with reading the defender's shape. Players who decide before receiving create options. Players who decide after get caught.,,,Read defender before ball arrives|Decision before first touch|Accelerate through the move|Use outside of foot for pace|Eyes on target after beating defender,,Pressure,1v1 Development,1,Club Level,Small area,Winger,UNLV-01,,,,,,Published,,,Not Filmed,,,True,,tech-007,
TECH_008,Receiving and Turning - Four Directions,Technical,"Partner serves to your feet from 10 yards. Receive and turn in one of four directions: inside right foot (open right), outside right foot (cut left), inside left foot (open left), sole pull (back). Partner calls direction just before serving. 5 reps each direction.",2,2,12,Any,Two players 10 yards apart. Can also use a wall.,Ball,Half-turned body shape before the ball arrives. Do not wait until ball is at feet to decide direction.,intermediate,medium,5,,0,,receiving|turning|first touch|midfielder|technical,False,,,,U12-U18,,,,,,,,Central Midfielder|Attacking Midfielder|Defensive Midfielder,Technical,False,Ball + Partner,The midfielder who can receive and turn quickly is the most dangerous player on the field. Every time you break a press it starts with this skill.,,,Half-turned before ball arrives|Read direction before touch|First touch takes you away from pressure|Weight shifts to front foot immediately|Scan before receiving,,Pressure,Midfield Technical,1,Club Level,Small area,Central Midfielder,KC-01,,,,,,Published,,,Not Filmed,,,True,,tech-008,
TECH_009,Crossing Technique - Three Deliveries,Technical,"From a wide cone position 25 yards from goal, practice three deliveries: low driven near post (stays under 2 feet), whipped far post (curls away from goalkeeper), cutback to penalty spot. 8 reps each delivery, both feet.",1,1,12,Any,"Cone at crossing position. Mark near post, far post, and penalty spot with cones.","Ball, Cones",Approach angle is everything. Plant foot beside the ball not in front.,intermediate,medium,4,,0,,crossing|delivery|winger|technical|full back,False,,,,U12-U18,,,,,,,,Winger|Full Back,Technical,True,Ball + Cones,A winger who delivers three different crosses from the same position keeps defenders and the goalkeeper guessing.,,,Approach from slight angle|Plant foot beside ball not in front|Ankle locked foot open for whipped delivery|Follow through across body for swing|Decide cross before last touch,,Isolation,Winger Technical,1,Club Level,Small area,Winger,UNLV-01,,,,,,Published,,,Not Filmed,,,True,,tech-009,
TACT_001,Receiving Under Pressure - Back to Goal,Tactical,"Partner passes to you from 10 yards. Passive defender presses from behind (no tackling). Options: hold and lay off to a third cone position, or shield and turn if defender commits. 15 reps then switch roles.",2,2,12,Any,"Three cones: server, receiver, layoff target. Defender starts behind receiver.","Ball, Cones",Low center of gravity. Use arms and body legally to protect. Feel where defender is before ball arrives.,intermediate,medium,5,,0,,receiving|hold up play|tactical|pressure|striker|midfielder,False,,,,U12-U18,,,,,,,,Striker|Central Midfielder|Attacking Midfielder,Tactical,False,Ball + Partner,Strikers and midfielders who can hold the ball under pressure bring the team up the field and buy time for teammates to join.,,,Feel defender before ball arrives|Low center of gravity - wide base|Use arms within the rules|Decide hold or turn before ball arrives|Layoff must be firm and accurate,,Pressure,Receiving Under Pressure,1,Club Level,Small area,Striker,UNLV-01,,,,,,Published,,,Not Filmed,,,True,,tact-001,
TACT_002,Pressing Angle and Cover Shadow,Tactical,"4 cones: ball position (center), two passing targets (left and right), goal behind the ball. From 8 yards, sprint toward the ball on an angle that closes off the easier passing lane. Walk back, press closing the other lane. 10 reps alternating.",1,1,10,Any,"4 cones: ball position, 2 targets 4 yards each side, goal behind. All within 15 yards.",Cones,You are not running straight at the ball. You are angling to cut off the easiest pass.,intermediate,medium,4,,0,,pressing|defensive|tactical|winger|striker|midfielder,False,,,,U13-U18,,,,,,,,Winger|Striker|Central Midfielder,Tactical,True,Ball + Cones,"Every time you press in a game your approach angle determines whether you win the ball, force a mistake, or get bypassed.",,,Angle cuts the easiest pass|Body shape blocks the lane on arrival|Do not go to ground early|Stay on feet - stay a threat|React immediately if they play the other way,,Isolation,Pressing,1,Varsity Starter,Small area,,UNLV-01,,,,,,Published,,,Not Filmed,,,True,,tact-002,
TACT_003,Playing Out Under Press - Decision Drill,Tactical,"5 cones: your position, two short passing options (5 yards each side), two long options (15 yards each side). Partner calls which option is open just as you prepare to play. Execute that pass within 2 seconds. 20 reps at increasing speed.",1,2,10,Any,5 cones representing 4 passing options. Partner calls the target. Solo: number cones and use dice.,"Ball, Cones",Scan before the ball arrives so you already know your options. Decision made before pressure arrives.,advanced,medium,5,,0,,playing out|tactical|center back|goalkeeper|decision making|pressing,False,,,,U13-U18,,,,,,,,Center Back|Full Back|Defensive Midfielder|Goalkeeper,Tactical,True,Ball + Cones,Playing out under a high press separates modern technical defenders from reactive ones.,,,Scan before receiving - know your options|Decision made before ball arrives|Accurate weight - not just right direction|Communicate with partner|React immediately - no pause,,Pressure,Playing Out From the Back,1,Varsity Starter,Small area,Center Back,KC-01,,,,,,Published,,,Not Filmed,,,True,,tact-003,
TACT_004,Checking Movement - Drop and Spin,Tactical,"3 cones in a line: back space (10 yards), start position, front check (5 yards). Rep 1: sprint to front cone, receive imaginary pass, immediately spin toward back cone. Rep 2: jog to front, stop, push off and sprint to back cone (dummy check). 15 reps alternating.",1,1,10,Any,"3 cones in a line: back space 10y, start position, front check 5y.",Cones,Quality of the check-in determines the space you create behind. An explosive check forces the defender's decision.,intermediate,medium,4,,0,,movement|off the ball|tactical|striker|runs|checking,False,,,,U12-U18,,,,,,,,Striker|Attacking Midfielder|Winger|Central Midfielder,Tactical,True,Ball + Cones,The best players are not just running to get the ball - they are moving to create space for themselves or teammates.,,,Explosive change of direction - sell the fake|Stay on toes throughout|Check defender's position before dropping|Spin to back only if defender steps|Arms drive the change,,Isolation,Movement Off the Ball,1,Club Level,Small area,Striker,UNLV-01,,,,,,Published,,,Not Filmed,,,True,,tact-004,
TACT_005,Defensive Positioning - Jockeying,Tactical,"Partner dribbles slowly toward you from 10 yards. Get into defensive stance (side-on, weight forward) and jockey backward at the same pace, forcing them one way. Do not dive in. 20 reps - alternate which side you show them.",2,2,10,Any,Two players 10 yards apart. 15-yard channel marked with cones.,"Ball, Cones","Side-on body shape - never square on. Stay 1-2 yards from attacker: close enough to engage, far enough to react.",intermediate,medium,5,,0,,defending|jockeying|1v1|tactical|center back|full back,False,,,,U12-U18,,,,,,,,Center Back|Full Back|Defensive Midfielder,1v1,False,Ball + Partner,Defenders who dive in get beaten every time. Defenders who jockey control the attacker's options and win the ball cleanly.,,,Side-on body shape - never square|Stay 1-2 yards from attacker|Weight forward on front foot|Read attacker's hips not feet|Wait for touch too big then engage,,Pressure,1v1 Defending,1,Club Level,Small area,Center Back,KC-01,,,,,,Published,,,Not Filmed,,,True,,tact-005,
COND_001,Change of Direction Speed - T-Drill,Physical,"T-shape with 4 cones: start, center (5 yards ahead), left and right arms (5 yards each way from center). Sprint to center, shuffle left (touch cone), shuffle right 10 yards (touch cone), shuffle back to center, backpedal to start. Rest 60 seconds. 8 reps.",1,1,12,Any,"T-shape: start cone, 5 yards to center, 5 yards each way for the arms.",Cones,Never cross your feet on lateral shuffle. Touch the cone. Explosive out of every change.,intermediate,high,4,,0,,agility|speed|change of direction|physical|t-drill,False,,,,U12-U18,,,,,,,,,Physical,True,Ball + Cones,The ability to change direction explosively separates fast players from effective players.,,,Stay low through direction changes|Never cross feet on lateral shuffle|Touch the cone|Explosive first step from every stop|Arms drive the change,,Isolation,Speed and Agility,1,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,True,,cond-001,
COND_002,Explosive Acceleration with Ball,Physical,"Cones at 10, 15, and 20 yards. Reps 1-3: sprint to each distance without ball. Reps 4-6: same distances dribbling a ball with close control at full speed. Rest 45 seconds between reps. 3 sets.",1,1,12,Any,"3 cones at 10, 15, 20 yards from start. Ball for reps 4-6.","Ball, Cones","First step is everything. Drive the knee forward. On ball reps, first touch sets the sprint distance.",intermediate,high,4,,0,,speed|acceleration|explosive|physical|with ball,False,,,,U12-U18,,,,,,,,,Physical,True,Ball + Cones,"The first 10 yards of any run decides games - breakaways, recovery runs, pressing triggers. Most players train distance. Train acceleration.",,,Forward lean at start|Drive knee forward|Arms pump hard for first 5 steps|On ball: first touch sets the pace|Decelerate under control,,Isolation,Speed and Agility,2,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,True,,cond-002,
COND_003,Lateral Quickness Pattern,Physical,"5 cones in a line 1 yard apart. Facing the line, shuffle-step touch each cone and back. Then two-step pattern: right foot left foot between each cone, down and back. 4 sets of each pattern, 30 seconds rest.",1,1,10,Any,5 cones 1 yard apart in a line - 5 yards total.,Cones,Stay low - do not stand up between touches. Quick ground contact. No pause at each cone.,intermediate,high,4,,0,,lateral|quickness|agility|physical|footwork,False,,,,U11-U18,,,,,,,,,Physical,True,Ball + Cones,"Lateral quickness determines how well you hold defensive shape, track wide runners, and recover position.",,,Stay low - do not bounce|Quick ground contact|No crossing of feet|Eyes forward throughout|Each rep faster than last,,Isolation,Speed and Agility,3,Club Level,Backyard,,,,,,,,Published,,,Not Filmed,,,True,,cond-003,
COND_004,Interval Conditioning with Ball,Physical,"2 cones 25 yards apart. Work: dribble at 80% from cone to cone, quick turn (sole or V-pull), dribble back. Rest: walk without ball. 1:1 work-to-rest ratio. 12 working reps. Increase pace every 4 reps.",1,1,15,Any,2 cones 25 yards apart. Ball.,"Ball, Cones",Keep ball within 2 yards even at conditioning pace. This is not sprint-and-chase.,intermediate,high,3,,0,,conditioning|interval|fitness|with ball|physical,False,,,,U12-U18,,,,,,,,,Physical,True,Ball + Cones,Soccer demands ball control while working at high intensity. Training them together bridges the gap between isolated technique and match performance.,,,Ball within 2 yards at all times|Quick clean turn at each cone|Maintain pace - no drop-off|Controlled breathing|Last 3 reps at 90%,,Isolation,Conditioning,1,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,True,,cond-004,
COND_005,Balance and Core - Single Leg Ball Control,Physical,"Stand on one leg. Juggle the ball 10 times without the standing foot leaving the ground. Switch legs. Progress: juggle 10 times on right leg, receive a thrown ball on same leg, control to foot without switching. 5 sets each leg.",1,1,10,Any,Stand in place. Ball only.,Ball,Engage your core before each rep. Standing leg slightly bent - never locked.,intermediate,low,4,,0,,balance|core|juggling|physical|single leg,False,,,,U10-U18,,,,,,,,,Physical,True,Ball only,"Single-leg balance is the foundation of every kick, every landing from a jump, and every cut.",,,Core engaged before each rep|Slight bend in standing knee|Ankle controls balance - let it move|Eyes on the ball|Reset if you lose it - do not rush,,Isolation,Conditioning,2,Recreational Player,Backyard,,,,,,,,Published,,,Not Filmed,,,True,,cond-005,
SSG_001,1v1 to Small Goal - Full Speed,Game Application,Two small cone goals (2 yards wide) 20 yards apart. Server feeds ball to attacker who has a 1v1 to finish. If defender wins the ball they attack the opposite goal. 10 rounds each as attacker.,2,2,12,Any,"2 small goals 2 yards wide, 20 yards apart. Server at the side. 20x20 yard area.","Ball, Cones",This is game speed - no passive defending. Attacker must execute under real pressure.,advanced,high,5,,0,,1v1|game application|competitive|attacking|defending,False,,,,U12-U18,,,,,,,,Winger|Striker|Attacking Midfielder|Full Back|Center Back,Game Application,False,Ball + Partner,The 1v1 is the most fundamental game situation in soccer. Everything worked on this session gets tested at match speed.,,,Attacker: be decisive - no hesitation|Use move that sets up your stronger foot|Accelerate after the move|Defender: side-on no diving|Compete at game intensity,,Game Application,Game Application,1,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,True,,ssg-001,
SSG_002,Finishing Under Pressure - Defender Closing,Game Application,Server plays ball to your feet from edge of box. Simultaneously a defender starts 8 yards away and sprints to close you. You have 1-2 touches to set and shoot before they arrive. 15 reps each finishing foot.,2,3,12,Any,Server at edge of box. Shooter 15 yards from goal. Defender 8 yards from shooter. One goal.,"Ball, Goal",The pressure arrives just as you are shooting. Train yourself to get the shot off in the gap.,advanced,high,5,,0,,finishing|shooting|pressure|game application|striker,False,,,,U13-U18,,,,,,,,Striker|Winger|Attacking Midfielder,Game Application,False,Ball + Partner,Most goals in matches are scored with a defender closing. The striker who sets their feet quickly and shoots calmly under pressure scores.,,,Shot off in 2 touches maximum|First touch sets the shot - commit|Do not wait for the defender|Head down on strike|Follow your shot for the rebound,,Game Application,Game Application,2,Varsity Starter,Small area,Striker,UNLV-01,,,,,,Published,,,Not Filmed,,,True,,ssg-002,
SSG_003,Combination to Finish - Wall Pass,Game Application,"You and a partner. You dribble toward the box edge. Partner makes a run to receive your pass (wall pass). You play to them, continue your run, receive the return, and finish. From left and right sides. 10 reps each side, alternate roles.",2,2,12,Any,"Two players, a goal, open area 20 yards from goal. Focus on combination timing.","Ball, Goal",The run after the pass is the most important moment. Pass-and-move creates the goal.,intermediate,high,5,,0,,combination play|wall pass|finishing|game application,False,,,,U12-U18,,,,,,,,Winger|Striker|Attacking Midfielder|Central Midfielder,Game Application,False,Ball + Partner,The one-two combination is one of the most effective ways to break through a defensive line in a match.,,,Pass-and-move - do not stop|Call for the return|Return pass weight firm into stride|Arrive onto ball with pace|Finish across your body,,Game Application,Game Application,3,Club Level,Small area,,UNLV-01,,,,,,Published,,,Not Filmed,,,True,,ssg-003,
SSG_004,Switch of Play - Receive Wide and Deliver,Game Application,"Server plays a long diagonal to you wide. Control with first touch moving forward, set in one touch, and deliver: rep 1 low near post driven; rep 2 whipped far post; rep 3 cutback to penalty spot. Partner arrives at each target. 5 reps each delivery.",2,3,12,Any,"Server in center, wide player on wing, arriving runner at box. Simulate a switch of play.","Ball, Cones, Goal",First touch moves you forward - do not stop the ball. Switch is only effective if you receive and deliver quickly.,advanced,high,4,,0,,switch of play|crossing|winger|full back|game application,False,,,,U13-U18,,,,,,,,Winger|Full Back,Game Application,False,Ball + Partner,Teams press one side - the switch is the escape route. The winger who controls and delivers quickly turns a defensive moment into a scoring chance.,,,First touch forward - open body|Set delivery in one touch|Communicate with arriving runner|Delivery away from goalkeeper|Pace matches the runner,,Game Application,Game Application,4,Varsity Starter,Half pitch,Winger,UNLV-01,,,,,,Published,,,Not Filmed,,,True,,ssg-004,
SSG_005,GK Distribution Under Press,Game Application,"GK starts with ball. 3 cone targets: short CB left (8 yards), short CB right (8 yards), long forward (25 yards). Pressing partner closes from 15 yards on signal. Distribute to the called target before they arrive. 15 reps, mix of targets.",2,2,12,Any,"GK in goal area. 3 cone targets at 8y left, 8y right, 25y forward. Presser starts 15y away.","Ball, Cones",Scan before picking up the ball. Identify target before presser arrives. Decision 2 seconds before execution.,advanced,high,5,,0,,goalkeeper|distribution|pressing|game application|playing out,False,,,,U13-U18,,,,,,,,Goalkeeper,Game Application,False,Ball + Partner,Every high press tests the goalkeeper's ability to play out under pressure. A goalkeeper who reads the press and distributes accurately is worth more than any single defensive action.,,,Scan before picking ball up|Decision before presser is within 5 yards|Accurate weight - not just right direction|If short blocked go long immediately|Call the target as you play,,Game Application,GK Game Application,1,Varsity Starter,Small area,Goalkeeper,YOU-01,,,,,,Published,,,Not Filmed,,,True,,ssg-005,
COOL_001,Static Stretching Routine,Cool Down,"Hold each stretch 30 seconds both sides: standing quad, standing hamstring (toe touch), hip flexor lunge, groin butterfly, calf against wall, shoulder cross-body, seated IT band. Total 10 minutes.",1,20,10,Any,No equipment. Space to sit and stand.,,"Hold, do not bounce. Breathe into each stretch. Recovery is training.",beginner,low,5,,0,,cooldown|stretching|flexibility|recovery|physical,False,,,,U10-U18,,,,,,,,,Physical,True,Ball only,Players who skip the cooldown stretch consistently get injured more. 10 minutes here can mean the difference between being available for the next match.,,,Hold - do not bounce|Breathe into stretch|Feel tension release|Both sides equally|Do not rush - this is recovery time,,Isolation,Cool Down,1,Getting Started,Backyard,,,,,,,,Published,,,Not Filmed,,,True,,cool-001,
COOL_002,Light Ball Mastery Cooldown,Cool Down,"5 minutes of slow relaxed ball mastery to gradually lower heart rate. Toe taps at 30% pace, sole rolls, light inside-outside, casual juggling. No pressure, no targets.",1,1,5,Any,Ball only. Stand in place.,Ball,This is active recovery not drill practice. The goal is to bring your heart rate down while keeping feet active.,beginner,low,4,,0,,cooldown|ball mastery|recovery|relaxed|active recovery,False,,,,U10-U18,,,,,,,,,Technical,True,Ball only,Ending every session with a ball at your feet reinforces good touch even when tired. This is the state you are in at the 85th minute of a match.,,,No pressure - this is enjoyment time|Keep it slow and relaxed|Use both feet naturally|Let breathing return to normal|Reflect on what went well today,,Isolation,Cool Down,2,Getting Started,Backyard,,,,,,,,Published,,,Not Filmed,,,True,,cool-002,
